64,8
64,16
64,258
64,306
64,397
65,1
65,28
65,94
65,133
65,229
65,281
65,317
66,13
66,63
66,125
66,127
66,211
66,223
66,255
67,8
67,10
67,250
67,384
68,139
68,320
69,34
69,64
69,75
69,399
70,4
70,188
71,0
71,7
71,195
71,266
71,345
72,2
72,21
73,125
73,128
73,129
73,256
73,281
73,285
73,423
73,446
74,131
74,252
74,409
75,141
77,64
77,66
77,253
78,7
79,4
79,8
79,441
80,7
80,18
80,126
80,333
80,477
81,36
81,63
82,95
83,308
86,8
86,55
86,111
86,289
87,64
87,106
87,331
88,0
88,16
88,283
88,367
89,4
89,112
89,133
89,181
91,54
92,227
93,83
93,344
94,55
94,81
94,137
94,160
94,290
94,314
94,407
95,144
95,251
95,274
96,0
97,413
98,96
98,107
98,172
99,0
101,23
101,44
102,45
102,399
103,17
103,93
105,281
106,68
106,110
106,260
110,71
110,125
110,320
111,344
112,141
112,153
113,281
114,2
114,33
117,16
117,82
117,88
118,75
118,423
119,252
120,66
121,9
121,33
123,257
125,0
125,8
125,16
125,24
125,48
125,81
125,83
125,110
125,173
125,290
125,344
125,380
125,422
125,473
126,3
126,51
126,150
126,254
126,439
127,16
127,59
127,67
127,147
127,165
127,260
127,407
128,32
128,38
128,117
128,162
128,378
129,1
129,161
130,2
130,18
131,95
131,123
131,145
131,415
132,194
133,0
133,37
133,377
133,383
134,367
135,16
135,18
135,52
135,65
135,130
136,39
136,315
136,390
137,67
138,20
138,125
138,342
138,375
139,25
140,18
141,2
141,22
141,234
141,265
143,126
143,269
144,59
145,166
145,203
145,229
146,186
146,281
148,383
150,45
150,142
151,59
152,100
153,4
153,42
154,83
156,4
156,9
156,10
156,19
156,20
156,304
157,49
157,406
157,427
158,76
158,234
160,8
160,63
160,127
160,174
160,441
162,28
164,32
164,78
164,131
164,262
164,269
164,451
165,28
165,164
165,301
166,20
169,352
170,47
170,90
171,272
172,49
172,53
172,72
172,195
173,28
173,39
173,188
173,266
174,10
174,67
176,35
177,129
177,133
177,188
178,39
178,47
178,151
180,65
180,458
182,14
182,207
182,260
182,283
184,43
188,0
188,32
188,161
188,209
188,266
188,375
188,386
188,427
189,151
189,255
190,123
190,199
190,262
190,289
190,351
190,376
191,25
191,34
192,34
192,125
192,400
192,494
193,219
194,254
195,28
195,319
195,457
196,0
196,75
197,24
197,201
197,223
198,388
199,51
199,126
199,443
200,259
203,8
203,9
203,141
203,250
203,303
203,409
204,18
205,32
205,410
206,200
207,4
207,191
209,17
209,20
211,441
213,0
213,15
215,13
215,406
216,221
219,0
219,204
220,5
221,16
221,324
221,449
221,469
225,133
227,265
228,250
230,198
231,119
232,319
233,266
234,4
236,64
238,268
238,378
244,13
249,329
250,2
250,10
250,32
250,34
250,65
250,154
250,203
250,225
250,254
250,282
250,299
250,406
250,437
251,63
251,160
251,262
251,399
252,0
252,1
252,15
252,23
252,104
252,158
252,214
252,364
252,461
253,258
254,26
254,42
254,63
254,69
254,180
254,313
254,433
255,84
255,184
255,314
256,71
256,259
256,377
256,379
258,4
258,53
258,83
258,157
258,215
258,255
258,289
258,417
259,30
259,258
260,67
260,98
260,134
261,0
261,250
261,254
262,254
262,313
263,125
263,314
264,65
264,80
264,252
264,379
265,9
265,16
266,22
266,120
266,128
266,329
266,349
266,398
267,16
267,17
267,48
267,74
267,94
267,144
267,156
268,63
268,220
269,1
269,4
269,16
269,65
269,94
270,0
270,111
270,255
271,113
271,192
272,18
273,131
273,314
274,110
274,290
275,250
276,80
276,258
277,375
278,160
281,2
281,6
281,17
281,25
281,32
281,33
281,144
281,149
281,207
281,266
281,377
281,383
282,2
282,107
282,271
283,131
283,221
283,275
284,48
285,75
285,161
285,188
285,212
285,250
286,197
287,39
287,131
287,235
287,251
288,78
288,238
288,297
289,8
289,52
290,29
290,298
290,328
291,34
291,48
293,138
295,258
296,220
297,49
297,131
297,345
297,362
298,94
298,139
299,283
300,156
300,382
301,3
301,10
302,283
305,12
305,125
305,219
310,151
312,1
312,8
312,43
312,57
312,63
312,67
312,78
312,80
312,102
312,167
312,197
312,283
312,395
313,77
313,215
313,323
314,2
314,127
314,229
314,268
314,330
314,445
315,38
315,133
315,262
316,2
316,125
316,196
317,125
317,289
318,34
320,27
320,94
320,112
320,165
320,252
320,258
321,278
322,80
323,168
324,64
325,47
326,84
328,39
328,125
329,158
329,265
330,32
330,47
330,63
330,196
330,251
330,447
331,188
332,16
332,361
335,368
336,10
336,200
336,269
336,376
336,456
338,282
339,2
339,125
341,113
344,28
344,48
344,314
347,67
347,160
347,442
350,289
351,0
353,11
353,347
353,392
355,6
357,108
357,162
359,125
362,291
364,164
367,33
375,5
375,7
375,23
375,63
375,141
375,142
375,199
375,256
375,283
376,16
376,24
376,36
376,63
376,188
376,312
376,377
376,437
376,472
377,63
377,160
377,345
378,8
378,485
379,166
380,0
380,282
380,344
381,375
382,250
383,141
383,162
383,258
383,345
384,7
384,129
384,135
384,138
384,291
385,32
385,53
386,38
386,185
386,312
387,100
387,407
390,2
390,40
390,81
390,125
390,132
390,178
391,5
392,0
392,11
392,49
394,254
395,71
395,301
396,38
396,140
398,369
399,71
399,142
400,135
400,191
401,32
402,268
403,252
404,295
406,1
406,24
406,158
406,273
406,399
406,419
407,17
407,50
407,63
407,188
408,0
409,4
409,351
410,8
410,77
410,139
410,377
412,328
414,126
414,279
415,4
416,267
417,303
418,165
419,32
420,10
421,149
422,48
422,127
422,319
425,156
431,316
437,17
437,98
437,252
437,332
437,369
437,406
438,71
439,20
439,252
440,177
441,16
441,40
441,157
441,312
445,33
445,87
445,127
445,149
447,76
451,71
453,303
455,145
456,398
460,129
461,141
462,379
465,129
468,4
468,63
468,69
468,128
468,478
469,213
470,2
472,94
474,56
479,392
486,50
490,38
